id,accountId,puuid,name,profileIconId,revisionDate,summonerLevel
nnlOvQP-Cz29N-5g9vOZ0AldHp2671-vk0R2QmzmCH5w4ksk,mMEenMOQtYSPjwqkYhY-uRn1usc1cxe8hQPOAqa8v-nwBLxROuHbp4BT,oT3TdQ-aIz9evyteH8pyMa78wYmCHgM2cZm3hoH6EREjNgZBDtwvd6zs84zkkVIMmgtsP1cP5hDWDA,BBBRANDONNN,27,1651195216000,22
