id,accountId,puuid,name,profileIconId,revisionDate,summonerLevel
MkqsHgO5A8n0yXwnEmrlTamCdjjjelzDp6LyfjhDMcY63kHHEmouQEMHEQ,d_Aa0VG7QnvIreN5xTM1j68Hv08ovHypasl52qHooduv-5hsmb7TpH2S,dOKU0qlxQvnzreMg6M0N2gQM9B1V-WffPsJGPgos9aKfxQ32ltar3LwH0CwX6NRa9xHWngtv1VMnTQ,NoWay4u,29,1651467740000,37
