leagueId,queueType,tier,rank,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
aab9b730-2078-3349-9884-3f28e02a0610,RANKED_SOLO_5x5,MASTER,I,MkqsHgO5A8n0yXwnEmrlTamCdjjjelzDp6LyfjhDMcY63kHHEmouQEMHEQ,NoWay4u,43,62,25,False,False,True,False
