id,accountId,puuid,name,profileIconId,revisionDate,summonerLevel
N9hJ-oCIRecZEJplZQT7yHmkZitN7Itr6bv6eBM2vBOlkFA,N8Gm-AkHSS7KV0nYsCNfQYNLEutkbQnKogm-kW6PEle5WQ,-F5baFL9oke6dFlIWHCAlkcDteYCen3ee2UvRZLNWJWTcOQAXgjePv9E7nCzYWoYLZd4qIWKgszfqw,Curling Captain,4030,1651831803000,263
